MS SubClass,Lot Area,Street,Lot Config,House Style,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Foundation,TotRms AbvGrd,Fireplaces,Garage Area,Yr Sold,Sale Type,Sale Condition,SalePrice
60,8918,Pave,Inside,2Story,1Fam,6,5,2005,2006,PConc,7,1,392.0,2009,WD ,Normal,167800
60,12589,Pave,Inside,2Story,1Fam,6,5,2005,2005,PConc,8,1,390.0,2009,WD ,Normal,174000
60,11911,Pave,Inside,2Story,1Fam,6,5,2005,2005,PConc,6,1,400.0,2009,WD ,Normal,174000
120,3684,Pave,Inside,1Story,TwnhsE,7,5,2007,2007,PConc,7,1,660.0,2009,WD ,Normal,174000
120,3635,Pave,Inside,1Story,TwnhsE,7,5,2007,2007,PConc,7,1,660.0,2009,WD ,Normal,175900
120,3182,Pave,Inside,1Story,TwnhsE,7,5,2005,2006,PConc,7,1,430.0,2009,WD ,Normal,192500
120,3182,Pave,Inside,1Story,TwnhsE,7,5,2005,2006,PConc,7,1,457.0,2009,WD ,Normal,181000
120,3182,Pave,Inside,1Story,TwnhsE,7,5,2005,2006,PConc,5,1,397.0,2009,WD ,Normal,180000
120,3182,Pave,Inside,1Story,TwnhsE,7,5,2005,2006,PConc,5,1,397.0,2009,WD ,Normal,160200
60,7795,Pave,Inside,2Story,1Fam,7,5,2004,2005,PConc,6,1,432.0,2009,WD ,Normal,188500
60,8068,Pave,Inside,2Story,1Fam,6,5,2002,2002,PConc,8,1,390.0,2009,ConLI,Normal,200000
80,9434,Pave,Inside,SLvl,1Fam,7,5,2004,2005,PConc,6,1,400.0,2009,WD ,Normal,170000
60,7984,Pave,Inside,2Story,1Fam,7,5,2004,2005,PConc,7,1,436.0,2009,WD ,Normal,189500
80,7750,Pave,Inside,SLvl,1Fam,8,5,2002,2002,PConc,7,1,527.0,2009,WD ,Normal,184100
60,10125,Pave,Inside,2Story,1Fam,7,5,2004,2004,PConc,7,1,434.0,2009,WD ,Normal,195500
60,8965,Pave,Inside,2Story,1Fam,7,5,2003,2003,PConc,8,1,400.0,2009,WD ,Normal,192000
60,8174,Pave,Inside,2Story,1Fam,7,5,2003,2003,PConc,7,1,393.0,2009,WD ,Normal,178000
120,5063,Pave,Inside,1Story,Twnhs,7,5,2007,2008,PConc,6,1,626.0,2009,ConLw,Normal,207500
60,8795,Pave,Inside,2Story,1Fam,7,5,2000,2000,PConc,8,1,554.0,2009,WD ,Normal,236000
60,12891,Pave,Corner,2Story,1Fam,8,5,2002,2002,PConc,8,1,644.0,2009,WD ,Normal,257500
60,12224,Pave,Corner,2Story,1Fam,6,5,2000,2000,PConc,7,1,390.0,2009,WD ,Normal,244000
80,9734,Pave,Inside,SLvl,1Fam,7,5,2004,2004,PConc,7,0,400.0,2009,WD ,Normal,167000
60,8123,Pave,Inside,2Story,1Fam,6,5,2000,2000,PConc,7,1,463.0,2009,WD ,Normal,179000
60,8433,Pave,Inside,2Story,1Fam,6,5,2000,2000,PConc,7,1,394.0,2009,WD ,Normal,190000
80,7750,Pave,Inside,SLvl,1Fam,7,5,1999,2000,PConc,7,1,400.0,2009,WD ,Normal,156000
60,15896,Pave,CulDSac,2Story,1Fam,7,5,1999,1999,PConc,8,1,658.0,2009,WD ,Normal,245000
60,24682,Pave,CulDSac,2Story,1Fam,6,5,1999,1999,PConc,7,1,502.0,2009,WD ,Normal,181000
60,8755,Pave,FR2,2Story,1Fam,7,5,1999,1999,PConc,8,1,390.0,2009,WD ,Normal,214000
80,7848,Pave,Inside,SLvl,1Fam,7,6,1999,1999,PConc,7,1,410.0,2009,WD ,Normal,168000
60,9430,Pave,Inside,2Story,1Fam,8,5,1999,1999,PConc,8,1,856.0,2009,WD ,Normal,337000
60,15138,Pave,Inside,2Story,1Fam,8,5,1995,1996,PConc,9,1,810.0,2009,WD ,Normal,403000
60,12720,Pave,Inside,2Story,1Fam,8,5,2000,2000,PConc,10,2,810.0,2009,WD ,Normal,327000
60,16545,Pave,Inside,2Story,1Fam,8,5,1998,1998,PConc,7,1,1069.0,2009,WD ,Normal,340000
60,12203,Pave,Corner,2Story,1Fam,8,5,1998,1999,PConc,8,1,676.0,2009,WD ,Normal,336000
60,10208,Pave,Inside,2Story,1Fam,7,5,1996,1997,PConc,7,1,889.0,2009,WD ,Normal,265000
20,10750,Pave,CulDSac,1Story,1Fam,8,5,1994,1995,PConc,7,2,815.0,2009,WD ,Normal,315000
60,9900,Pave,Inside,2Story,1Fam,7,5,1993,1993,PConc,9,1,656.0,2009,WD ,Normal,260000
60,9085,Pave,Inside,2Story,1Fam,7,5,1995,1996,PConc,7,1,647.0,2009,WD ,Normal,260000
60,11692,Pave,Inside,2Story,1Fam,8,5,1993,1994,PConc,8,1,623.0,2009,WD ,Normal,263550
60,46589,Pave,CulDSac,2Story,1Fam,8,7,1994,2005,PConc,8,1,711.0,2009,WD ,Normal,402000
60,29959,Pave,FR2,2Story,1Fam,7,6,1994,1994,PConc,7,1,467.0,2009,WD ,Normal,248000
20,9612,Pave,Inside,1Story,1Fam,8,5,2008,2009,PConc,6,1,898.0,2009,New,Partial,244600
20,11194,Pave,Inside,1Story,1Fam,8,5,2008,2008,PConc,7,0,972.0,2009,WD ,Normal,275000
20,10206,Pave,Inside,1Story,1Fam,8,5,2008,2008,PConc,7,1,726.0,2009,WD ,Normal,257500
20,9262,Pave,Inside,1Story,1Fam,8,5,2008,2009,PConc,7,1,840.0,2009,New,Partial,287090
20,10130,Pave,Inside,1Story,1Fam,8,5,2007,2007,PConc,7,1,844.0,2009,WD ,Normal,275500
20,9139,Pave,Inside,1Story,1Fam,8,5,2006,2006,PConc,7,1,492.0,2009,WD ,Normal,245000
60,9675,Pave,Inside,2Story,1Fam,7,5,2005,2005,PConc,8,1,689.0,2009,WD ,Normal,253000
20,11128,Pave,Corner,1Story,1Fam,9,5,2005,2006,PConc,9,2,795.0,2009,WD ,Normal,468000
60,8640,Pave,Inside,2Story,1Fam,7,5,2009,2009,PConc,7,1,644.0,2009,New,Partial,252678
60,9000,Pave,Inside,2Story,1Fam,8,5,2008,2008,PConc,6,0,676.0,2009,WD ,Normal,210000
20,7862,Pave,Inside,1Story,1Fam,6,5,2009,2009,PConc,4,0,676.0,2009,New,Partial,208300
20,7993,Pave,Inside,1Story,1Fam,7,5,2008,2009,PConc,6,0,529.0,2009,New,Partial,225000
20,8640,Pave,Inside,1Story,1Fam,8,5,2009,2009,PConc,6,0,552.0,2009,New,Partial,229456
20,8640,Pave,Inside,1Story,1Fam,7,5,2008,2008,PConc,7,0,625.0,2009,WD ,Normal,229800
20,12606,Pave,Inside,1Story,1Fam,9,5,2007,2008,PConc,7,1,984.0,2009,WD ,Normal,250000
20,9187,Pave,Inside,1Story,1Fam,9,5,2009,2009,PConc,7,1,478.0,2009,New,Partial,370878
20,7500,Pave,Inside,1Story,1Fam,8,5,2006,2007,PConc,6,1,692.0,2009,WD ,Normal,238500
60,11003,Pave,Inside,2Story,1Fam,10,5,2008,2008,PConc,10,1,812.0,2009,WD ,Normal,310000
60,10603,Pave,Inside,2Story,1Fam,8,5,2006,2006,PConc,8,1,782.0,2009,WD ,Normal,270000
60,10574,Pave,Inside,2Story,1Fam,8,5,2005,2006,PConc,9,1,1043.0,2009,WD ,Normal,252000
60,8125,Pave,Inside,2Story,1Fam,7,5,2006,2007,PConc,7,0,438.0,2009,WD ,Normal,241000
20,8125,Pave,Corner,1Story,1Fam,8,5,2008,2009,PConc,8,1,517.0,2009,New,Partial,264500
20,10625,Pave,Inside,1Story,1Fam,7,5,2006,2007,PConc,8,1,711.0,2009,WD ,Normal,291000
60,9375,Pave,Inside,2Story,1Fam,7,5,2003,2004,PConc,8,1,615.0,2009,WD ,Normal,263000
20,7500,Pave,Inside,1Story,1Fam,7,5,2004,2005,PConc,6,0,400.0,2009,WD ,Normal,185000
20,8736,Pave,Inside,1Story,1Fam,7,5,2003,2004,PConc,6,0,588.0,2009,WD ,Normal,234500
60,8127,Pave,Inside,2Story,1Fam,7,5,2003,2003,PConc,6,0,628.0,2009,WD ,Normal,209000
20,9605,Pave,Corner,1Story,1Fam,7,6,2007,2007,PConc,6,0,576.0,2009,WD ,Normal,159000
20,7500,Pave,Inside,1Story,1Fam,7,5,2006,2006,PConc,6,0,484.0,2009,WD ,Normal,152000
20,7500,Pave,Inside,1Story,1Fam,6,5,2004,2004,PConc,5,0,0.0,2009,WD ,Normal,143500
60,10628,Pave,Corner,2Story,1Fam,7,5,2004,2004,PConc,8,0,478.0,2009,WD ,Normal,193000
20,10141,Pave,Inside,1Story,1Fam,8,5,2004,2004,PConc,6,0,845.0,2009,WD ,Normal,203000
20,10083,Pave,Inside,1Story,1Fam,7,5,2003,2003,PConc,5,0,555.0,2009,WD ,Normal,184900
20,13072,Pave,Inside,1Story,1Fam,7,5,2004,2005,PConc,6,0,576.0,2009,WD ,Normal,159000
20,13072,Pave,Inside,1Story,1Fam,5,5,2004,2004,PConc,6,0,0.0,2009,WD ,Normal,142000
20,12450,Pave,Inside,1Story,1Fam,5,5,2003,2004,PConc,6,0,576.0,2009,WD ,Normal,153000
20,7328,Pave,Inside,1Story,1Fam,7,5,2008,2009,PConc,6,0,788.0,2009,New,Partial,224243
60,11492,Pave,CulDSac,2Story,1Fam,7,5,1996,1997,PConc,8,1,559.0,2009,WD ,Normal,220000
20,10994,Pave,Corner,1Story,1Fam,8,5,2005,2006,PConc,7,1,620.0,2009,COD,Abnorml,257000
20,8529,Pave,Inside,1Story,1Fam,7,5,2001,2001,PConc,6,1,527.0,2009,WD ,Normal,189000
60,7703,Pave,Inside,2Story,1Fam,6,6,1992,1992,PConc,6,0,528.0,2009,WD ,Normal,171500
160,10762,Pave,Corner,2Story,TwnhsE,6,6,1980,1980,CBlock,6,1,288.0,2009,WD ,Normal,120000
120,7175,Pave,Inside,1Story,TwnhsE,6,5,1990,1991,PConc,5,0,542.0,2009,WD ,Normal,145000
60,9109,Pave,Inside,2Story,1Fam,7,5,1994,1994,PConc,6,0,495.0,2009,WD ,Normal,184000
60,10274,Pave,CulDSac,2Story,1Fam,6,7,1986,1986,CBlock,6,0,465.0,2009,WD ,Normal,162000
90,8250,Pave,Inside,2Story,Duplex,6,7,1981,1981,Slab,8,2,612.0,2009,WD ,Normal,160000
20,8400,Pave,Inside,1Story,1Fam,4,4,1950,1950,CBlock,4,0,294.0,2009,WD ,Normal,82000
45,9000,Pave,Corner,1.5Unf,1Fam,6,3,1928,1950,BrkTil,5,0,360.0,2009,WD ,Normal,76000
20,9750,Pave,Inside,1Story,1Fam,5,5,1962,1962,CBlock,5,0,400.0,2009,WD ,Normal,110000
20,7064,Pave,Inside,1Story,1Fam,5,6,1977,1977,CBlock,6,0,484.0,2009,WD ,Normal,135000
20,8499,Pave,Corner,1Story,1Fam,5,6,1961,1961,CBlock,5,0,732.0,2009,WD ,Normal,141000
20,9079,Pave,Inside,1Story,1Fam,5,5,1961,1961,CBlock,5,0,440.0,2009,WD ,Normal,122000
20,9316,Pave,Inside,1Story,1Fam,5,5,1965,1965,CBlock,5,0,288.0,2009,Oth,Family,124100
20,7791,Pave,Inside,1Story,1Fam,5,8,1963,1995,CBlock,6,0,300.0,2009,WD ,Normal,129000
20,10000,Pave,Corner,1Story,1Fam,5,6,1961,1983,CBlock,6,1,264.0,2009,WD ,Normal,131400
20,8281,Pave,Inside,1Story,1Fam,5,5,1965,1965,CBlock,5,1,360.0,2009,WD ,Normal,62383
20,7150,Pave,Inside,1Story,1Fam,5,6,1962,1962,CBlock,6,0,252.0,2009,WD ,Normal,123000
20,15676,Pave,Inside,1Story,1Fam,8,8,1980,1980,CBlock,6,2,864.0,2009,WD ,Normal,275000
60,11949,Pave,Inside,2Story,1Fam,7,8,1991,2008,PConc,7,1,524.0,2009,WD ,Normal,235000
160,2880,Pave,Inside,2Story,Twnhs,7,5,2004,2005,PConc,9,1,704.0,2009,WD ,Normal,280750
160,3951,Pave,Corner,2Story,TwnhsE,6,5,2009,2009,PConc,4,0,528.0,2009,New,Partial,164500
160,3000,Pave,Inside,2Story,TwnhsE,6,5,2009,2009,PConc,4,0,528.0,2009,New,Partial,173733
120,3830,Pave,Inside,1Story,TwnhsE,6,5,2008,2008,PConc,6,1,561.0,2009,New,Partial,222000
120,4217,Pave,Inside,1Story,TwnhsE,6,5,2008,2008,PConc,5,1,641.0,2009,WD ,Normal,195000
160,3230,Pave,Inside,2Story,TwnhsE,6,5,1999,1999,PConc,6,0,440.0,2009,WD ,Normal,172500
160,2998,Pave,Inside,2Story,TwnhsE,6,5,2000,2000,PConc,4,0,440.0,2009,WD ,Normal,180000
160,3768,Pave,FR2,2Story,TwnhsE,7,5,1999,1999,PConc,6,0,506.0,2009,WD ,Normal,156000
160,2645,Pave,Inside,2Story,Twnhs,8,5,1999,2000,PConc,7,0,480.0,2009,WD ,Abnorml,172500
20,14694,Pave,Inside,1Story,1Fam,8,9,1977,2008,CBlock,5,1,642.0,2009,WD ,Normal,318750
120,3782,Pave,CulDSac,1Story,TwnhsE,8,5,1981,1981,CBlock,4,2,484.0,2009,WD ,Normal,211500
20,15417,Pave,Inside,1Story,1Fam,7,5,1981,1981,CBlock,7,0,540.0,2009,WD ,Normal,241600
80,9600,Pave,FR2,SLvl,1Fam,8,5,1976,1976,CBlock,5,1,527.0,2009,WD ,Abnorml,180500
20,9991,Pave,Corner,1Story,1Fam,4,4,1976,1993,CBlock,8,1,490.0,2009,WD ,Normal,150000
60,11700,Pave,Inside,2Story,1Fam,6,6,1968,1968,CBlock,8,0,441.0,2009,WD ,Normal,154000
20,11717,Pave,Inside,1Story,1Fam,6,6,1970,1970,CBlock,6,1,615.0,2009,WD ,Normal,185000
20,9156,Pave,Inside,1Story,1Fam,6,7,1968,1968,CBlock,7,1,462.0,2009,WD ,Normal,185750
60,10382,Pave,Corner,2Story,1Fam,7,6,1973,1973,CBlock,7,2,484.0,2009,WD ,Normal,200000
60,12732,Pave,CulDSac,2Story,1Fam,7,6,1974,1974,CBlock,7,2,784.0,2009,WD ,Normal,206000
60,12936,Pave,CulDSac,2Story,1Fam,6,6,1972,1972,CBlock,6,1,497.0,2009,WD ,Normal,162000
60,10400,Pave,Inside,2Story,1Fam,6,7,1967,1997,PConc,8,1,515.0,2009,WD ,Normal,256900
80,17871,Pave,CulDSac,SLvl,1Fam,6,5,1967,1976,CBlock,7,1,480.0,2009,WD ,Normal,197900
20,9600,Pave,Inside,1Story,1Fam,5,5,1969,1969,CBlock,6,1,502.0,2009,WD ,Normal,163000
20,9000,Pave,Inside,1Story,1Fam,6,5,1969,1969,CBlock,5,0,336.0,2009,WD ,Abnorml,113000
60,13774,Pave,Inside,2Story,1Fam,7,7,1977,1992,PConc,8,2,520.0,2009,WD ,Normal,230000
20,9650,Pave,Inside,1Story,1Fam,6,5,1977,1977,CBlock,6,1,630.0,2009,WD ,Normal,167900
20,10140,Pave,Inside,1Story,1Fam,7,5,1998,1999,PConc,7,1,583.0,2009,WD ,Normal,213250
60,8400,Pave,Inside,2Story,1Fam,8,6,2001,2001,PConc,6,0,528.0,2009,WD ,Normal,227000
20,7130,Pave,Inside,1Story,1Fam,5,6,1967,1967,PConc,5,0,312.0,2009,WD ,Normal,130000
20,9600,Pave,Inside,1Story,1Fam,5,5,1967,1967,CBlock,7,0,440.0,2009,COD,Normal,143000
20,9100,Pave,Inside,1Story,1Fam,5,6,1965,1965,CBlock,5,0,429.0,2009,WD ,Normal,117500
60,9600,Pave,Inside,2Story,1Fam,7,5,1974,1974,CBlock,8,1,498.0,2009,COD,Abnorml,168500
85,16500,Pave,Inside,SFoyer,1Fam,6,5,1971,1971,CBlock,5,1,495.0,2009,WD ,Normal,172500
20,9790,Pave,Inside,1Story,1Fam,6,5,1967,1967,CBlock,7,1,457.0,2009,WD ,Normal,161500
20,7436,Pave,Inside,1Story,1Fam,4,7,1960,1960,CBlock,5,1,396.0,2009,WD ,Normal,141500
20,8125,Pave,Inside,1Story,1Fam,5,7,1959,1959,CBlock,5,0,308.0,2009,WD ,Normal,118000
20,9100,Pave,Inside,1Story,1Fam,6,6,1959,1959,CBlock,5,0,300.0,2009,WD ,Normal,127500
20,9450,Pave,Corner,1Story,1Fam,4,5,1957,1957,CBlock,6,1,768.0,2009,WD ,Normal,140000
20,13495,Pave,Corner,1Story,1Fam,5,6,1956,1956,CBlock,7,1,576.0,2009,WD ,Normal,177625
90,11475,Pave,Corner,1Story,Duplex,5,5,1958,1958,CBlock,9,0,888.0,2009,COD,Abnorml,110000
20,10004,Pave,Inside,1Story,1Fam,6,6,1964,1964,CBlock,6,0,472.0,2009,WD ,Normal,167000
20,9350,Pave,Inside,1Story,1Fam,5,6,1961,1995,CBlock,6,1,610.0,2009,WD ,Normal,153000
20,10500,Pave,Inside,1Story,1Fam,5,5,1964,1964,CBlock,6,2,520.0,2009,COD,Abnorml,145100
20,11000,Pave,CulDSac,1Story,1Fam,5,6,1966,1966,CBlock,6,1,480.0,2009,WD ,Normal,154000
60,8970,Pave,Corner,2Story,1Fam,5,6,1965,1965,CBlock,7,1,549.0,2009,WD ,Normal,177500
80,12095,Pave,Corner,SLvl,1Fam,6,6,1964,1964,CBlock,7,1,645.0,2009,WD ,Normal,158000
20,9600,Pave,Corner,1Story,1Fam,5,6,1959,1959,CBlock,6,0,270.0,2009,WD ,Normal,124500
80,11475,Pave,Corner,SLvl,1Fam,6,6,1961,1961,CBlock,7,1,368.0,2009,WD ,Normal,174500
20,9768,Pave,Inside,1Story,1Fam,5,5,1955,1955,CBlock,5,0,330.0,2009,WD ,Normal,122000
30,5330,Pave,Inside,1Story,1Fam,4,7,1940,1950,CBlock,5,0,0.0,2009,WD ,Normal,82500
50,7015,Pave,Corner,1.5Fin,1Fam,5,4,1950,1950,CBlock,5,1,352.0,2009,WD ,Normal,110000
20,12160,Pave,Inside,1Story,1Fam,6,4,1953,1953,CBlock,6,1,505.0,2009,WD ,Normal,149500
20,9900,Pave,Inside,1Story,1Fam,6,5,1967,1967,CBlock,5,0,550.0,2009,WD ,Normal,175000
20,9600,Pave,Inside,1Story,1Fam,6,5,1953,1953,CBlock,7,2,418.0,2009,WD ,Normal,167000
20,9600,Pave,Inside,1Story,1Fam,5,6,1956,1956,CBlock,5,0,338.0,2009,WD ,Normal,128900
50,9600,Pave,Inside,1.5Fin,1Fam,6,8,1950,2005,CBlock,6,0,271.0,2009,WD ,Normal,140000
20,9600,Pave,Inside,1Story,1Fam,5,7,1950,2007,CBlock,5,1,264.0,2009,WD ,Normal,147000
90,8944,Pave,Inside,1Story,Duplex,5,5,1967,1967,CBlock,8,0,792.0,2009,WD ,Normal,124000
20,10573,Pave,Corner,1Story,1Fam,6,6,1961,1961,CBlock,6,1,530.0,2009,WD ,Normal,187500
20,9500,Pave,Inside,1Story,1Fam,6,5,1963,1963,CBlock,6,2,514.0,2009,WD ,Normal,159000
20,14695,Pave,Inside,1Story,1Fam,6,8,1966,2008,CBlock,5,2,542.0,2009,WD ,Normal,256000
60,13600,Pave,Inside,2Story,1Fam,7,6,1965,1990,CBlock,7,3,486.0,2009,WD ,Normal,205000
60,13000,Pave,Corner,2Story,1Fam,6,6,1968,1968,CBlock,8,1,509.0,2009,WD ,Normal,193500
20,13560,Pave,Corner,1Story,1Fam,6,3,1968,1968,CBlock,5,2,576.0,2009,WD ,Normal,110000
50,12513,Pave,FR2,1.5Fin,1Fam,4,4,1920,2007,BrkTil,7,1,368.0,2009,WD ,Normal,104900
20,8760,Pave,Inside,1Story,1Fam,5,7,1956,1956,CBlock,6,0,286.0,2009,WD ,Normal,150000
20,8400,Pave,Inside,1Story,1Fam,6,3,1957,1957,CBlock,6,2,442.0,2009,WD ,Normal,156500
20,12285,Pave,Inside,1Story,1Fam,7,6,1960,1960,CBlock,5,2,441.0,2009,WD ,Normal,176000
20,9240,Pave,Inside,1Story,1Fam,6,8,1959,1998,CBlock,6,0,297.0,2009,WD ,Normal,149500
20,9600,Pave,Inside,1Story,1Fam,6,6,1958,1988,CBlock,6,1,338.0,2009,WD ,Normal,139000
20,12400,Pave,Inside,1Story,1Fam,6,7,1958,1998,CBlock,6,0,297.0,2009,WD ,Normal,155000
20,8750,Pave,Inside,1Story,1Fam,5,5,1956,1956,CBlock,6,0,304.0,2009,COD,Abnorml,120000
20,8750,Pave,Inside,1Story,1Fam,5,5,1955,1955,CBlock,6,0,350.0,2009,WD ,Normal,153000
20,10400,Pave,Corner,1Story,1Fam,4,5,1956,1956,CBlock,6,2,294.0,2009,WD ,Family,144000
80,19296,Pave,Corner,SLvl,1Fam,6,5,1962,1962,CBlock,6,1,884.0,2009,WD ,Normal,176000
20,8532,Pave,Inside,1Story,1Fam,5,6,1954,1990,CBlock,5,1,498.0,2009,WD ,Normal,153000
90,9482,Pave,Inside,1Story,Duplex,5,4,1958,1958,PConc,8,0,495.0,2009,WD ,Normal,135000
20,8128,Pave,CulDSac,1Story,1Fam,6,7,1954,1954,CBlock,6,0,297.0,2009,WD ,Normal,131000
20,10634,Pave,Inside,1Story,1Fam,5,6,1953,1953,PConc,5,0,270.0,2009,WD ,Normal,123000
20,13070,Pave,Corner,1Story,1Fam,5,5,1951,1951,CBlock,5,0,480.0,2009,WD ,Normal,126000
20,10434,Pave,Inside,1Story,1Fam,4,5,1955,1955,CBlock,5,1,672.0,2009,WD ,Normal,115000
20,14559,Pave,Inside,1Story,1Fam,5,7,1951,2000,CBlock,6,2,288.0,2009,WD ,Normal,164900
30,8480,Pave,Corner,1Story,1Fam,5,6,1945,1950,CBlock,4,0,240.0,2009,WD ,Normal,113000
20,7626,Pave,Inside,1Story,1Fam,5,8,1952,2005,CBlock,5,0,230.0,2009,WD ,Normal,145500
20,9533,Pave,Inside,1Story,1Fam,5,5,1953,1953,Slab,7,0,616.0,2009,ConLD,Normal,102900
190,10615,Pave,Corner,2Story,2fmCon,3,5,1900,1970,CBlock,7,0,420.0,2009,WD ,Abnorml,95000
60,11419,Pave,Corner,2Story,1Fam,7,7,1948,1999,CBlock,6,1,410.0,2009,WD ,Normal,152500
20,9600,Pave,Inside,1Story,1Fam,5,6,1950,1950,CBlock,6,0,246.0,2009,WD ,Normal,129900
20,8000,Pave,Inside,1Story,1Fam,6,6,1948,2002,CBlock,5,1,240.0,2009,WD ,Normal,132000
20,5470,Pave,Inside,1Story,1Fam,3,5,1958,1958,CBlock,4,0,366.0,2009,WD ,Normal,99900
50,10410,Pave,Inside,1.5Fin,1Fam,5,7,1916,1987,CBlock,8,0,180.0,2009,WD ,Normal,135000
60,10800,Pave,Inside,2Story,1Fam,5,7,1939,2006,BrkTil,7,0,720.0,2009,WD ,Normal,149000
70,8146,Pave,Corner,2Story,1Fam,4,8,1900,2003,BrkTil,6,0,281.0,2009,WD ,Normal,114000
30,9022,Pave,Inside,1Story,1Fam,5,8,1924,2006,BrkTil,5,0,240.0,2009,WD ,Normal,109500
30,10230,Pave,Inside,1Story,1Fam,5,7,1925,1950,BrkTil,6,0,264.0,2009,WD ,Normal,125000
50,10410,Pave,Inside,1.5Fin,1Fam,4,5,1915,1950,BrkTil,8,1,528.0,2009,WD ,Normal,142900
70,7200,Pave,Corner,2Story,1Fam,7,9,1910,2008,PConc,5,0,624.0,2009,WD ,Normal,156500
30,5400,Pave,Inside,1Story,1Fam,2,5,1940,1950,PConc,4,0,0.0,2009,WD ,Normal,59000
50,5400,Pave,Corner,1.5Fin,1Fam,4,6,1920,1950,PConc,6,0,338.0,2009,WD ,Normal,105000
30,10800,Pave,Inside,1Story,1Fam,5,7,1920,1950,BrkTil,4,0,576.0,2009,WD ,Normal,106000
30,10800,Pave,Corner,1Story,1Fam,3,5,1890,1998,BrkTil,4,0,320.0,2009,WD ,Normal,78500
90,9671,Pave,Corner,2Story,Duplex,6,5,1969,1969,CBlock,12,0,907.0,2009,WD ,Normal,190000
20,10143,Pave,Inside,1Story,1Fam,6,7,1963,1963,CBlock,6,0,364.0,2009,WD ,Normal,154000
20,11500,Pave,Inside,1Story,1Fam,6,4,1967,1967,CBlock,6,1,480.0,2009,WD ,Normal,163000
90,11643,Pave,Inside,2Story,Duplex,5,5,1969,1969,CBlock,12,0,968.0,2009,WD ,Normal,200000
20,8010,Pave,Inside,1Story,1Fam,6,9,1958,2007,CBlock,6,0,480.0,2009,WD ,Normal,143500
20,10454,Pave,Corner,1Story,1Fam,6,6,1957,1957,CBlock,5,0,308.0,2009,WD ,Normal,135000
20,8712,Pave,Inside,1Story,1Fam,5,7,1957,2000,CBlock,5,0,756.0,2009,WD ,Normal,153000
20,17600,Pave,Inside,1Story,1Fam,6,5,1960,1960,CBlock,6,2,498.0,2009,WD ,Normal,157500
20,9000,Pave,Inside,1Story,1Fam,6,6,1958,1958,CBlock,5,1,384.0,2009,WD ,Normal,113500
40,12144,Pave,Inside,1Story,1Fam,5,7,1949,1950,CBlock,6,1,288.0,2009,WD ,Normal,133000
90,8544,Pave,Corner,1Story,Duplex,3,4,1950,1950,Slab,6,0,400.0,2009,WD ,Normal,92900
50,8064,Pave,Inside,1.5Fin,1Fam,6,5,1950,1950,CBlock,5,0,900.0,2009,COD,Abnorml,128500
90,7200,Pave,Inside,1Story,Duplex,4,5,1949,1950,Slab,6,0,420.0,2009,WD ,Normal,90000
50,7200,Pave,Inside,1.5Fin,1Fam,5,4,1950,1982,CBlock,7,0,240.0,2009,WD ,Normal,138000
20,7350,Pave,Inside,1Story,1Fam,5,6,1958,1958,CBlock,6,0,294.0,2009,WD ,Normal,128000
20,7560,Pave,Inside,1Story,1Fam,5,6,1958,1965,CBlock,6,0,294.0,2009,COD,Abnorml,139000
20,7200,Pave,Corner,1Story,1Fam,5,7,1952,1952,CBlock,4,0,240.0,2009,WD ,Normal,118900
80,8000,Pave,Inside,SLvl,1Fam,5,5,1959,1959,CBlock,6,0,288.0,2009,WD ,Normal,138000
20,7931,Pave,Inside,1Story,1Fam,5,5,1959,1959,CBlock,6,0,672.0,2009,WD ,Normal,132500
50,10800,Pave,Inside,1.5Fin,1Fam,4,7,1949,1996,CBlock,6,0,384.0,2009,WD ,Normal,133500
50,8064,Pave,Corner,1.5Fin,1Fam,6,7,1948,1994,CBlock,6,0,576.0,2009,COD,Abnorml,135000
60,7570,Pave,Corner,2Story,1Fam,6,5,1964,1964,CBlock,8,0,483.0,2009,WD ,Normal,144750
90,8604,Pave,Inside,SFoyer,Duplex,5,7,1978,1978,CBlock,4,0,564.0,2009,WD ,Normal,145000
20,7936,Pave,Inside,1Story,1Fam,6,6,1963,1963,CBlock,6,1,264.0,2009,WD ,Normal,127000
20,6600,Pave,Inside,1Story,1Fam,5,5,1962,1962,CBlock,5,0,308.0,2009,WD ,Normal,109500
50,3950,Pave,Inside,1.5Fin,1Fam,6,8,1926,2004,CBlock,5,0,210.0,2009,WD ,Normal,115000
50,10440,Pave,Corner,2Story,1Fam,5,6,1910,1981,PConc,5,0,440.0,2009,WD ,Normal,110000
50,4080,Pave,Inside,1.5Fin,1Fam,6,8,1935,1998,PConc,6,0,162.0,2009,WD ,Normal,128900
90,10307,Pave,Inside,2Story,Duplex,6,5,1910,1950,CBlock,12,0,324.0,2009,WD ,Normal,103500
50,5720,Pave,Inside,1.5Fin,1Fam,5,6,1941,1950,CBlock,5,0,200.0,2009,WD ,Abnorml,66500
50,15660,Pave,Inside,1.5Fin,1Fam,5,8,1910,2003,CBlock,6,0,472.0,2009,WD ,Normal,130000
70,9900,Pave,Corner,2Story,1Fam,5,8,1910,2002,CBlock,7,0,0.0,2009,WD ,Normal,129000
70,6406,Pave,Inside,2Story,1Fam,5,6,1939,1950,BrkTil,7,1,400.0,2009,WD ,Normal,150000
70,6600,Pave,Corner,2Story,1Fam,5,4,1892,1965,Stone,11,0,432.0,2009,WD ,Normal,107500
